id,display_name,about_me,age,creation_date,last_access_date,location,reputation,up_votes,down_votes,views,profile_image_url,website_url
550729,RedAnthrax,,,2010-12-22 02:52:42.543 UTC,2012-03-30 23:49:02.800 UTC,,1294,10,0,25,,
554250,adir,,,2010-12-26 11:10:15 UTC,2015-05-12 12:20:46.680 UTC,,899,58,0,78,,
554324,Milan,"<p>Software Engineer at Google.</p>

<p>Mainly interested in IT, but also math, science, cooking, gardening...</p>",,2010-12-26 14:39:25.823 UTC,2019-10-27 16:35:08.183 UTC,"Zug, Switzerland",273,22,0,26,,
557399,Derek Hubbard,,,2010-12-29 17:20:14.677 UTC,2019-11-27 19:17:32.027 UTC,"Kettering, OH",146,635,0,39,,http://www.derekhubbard.com
558157,Jack Hoge,"<p>I'm a digital designer and developer, <a href=""http://mailto:me@jackhoge.com"" rel=""nofollow noreferrer"">available for hire</a>, who likes to take pictures of <a href=""https://instagram.com/jackhoge"" rel=""nofollow noreferrer"">the sky</a>.</p>",,2010-12-30 10:16:50.507 UTC,2018-09-16 19:50:41.933 UTC,"San Francisco, CA, United States",603,2,0,59,,http://www.jackhoge.com
558899,hjy,,,2010-12-31 02:29:24.430 UTC,2019-08-15 02:40:26.603 UTC,,513,59,0,15,,
560065,jwbensley,"<ul>
<li>Senior network engineer / architect</li>
<li>Programmer</li>
<li>Hobbyist hardware hacker/tinkerer</li>
</ul>",,2011-01-02 00:34:42.750 UTC,2019-11-26 07:40:28.723 UTC,United Kingdom,7604,2928,2,513,https://i.stack.imgur.com/pJ3Ab.jpg?s=128&g=1,http://null.53bits.co.uk
560070,Fabio Cabral,"<p>CEO of Krei Technology Corporation, a company based in Sao Paulo Brazil. </p>",,2011-01-02 00:44:55.927 UTC,2015-09-22 13:50:27.347 UTC,Brazil,552,62,0,59,,http://www.krei.com.br
560686,Tom Doe,,,2011-01-02 23:21:18.047 UTC,2018-11-21 03:45:49.050 UTC,,743,86,2,73,,
560791,Andy McKenzie,<p>Graduate student. Please check out my personal website at andrewtmckenzie.com.</p>,,2011-01-03 03:19:38.163 UTC,2019-08-08 18:02:32.027 UTC,,426,339,1,54,,http://www.andrewtmckenzie.com
561059,Bill,,,2011-01-03 09:33:20.893 UTC,2019-11-15 13:20:51.157 UTC,,256,18,0,458,,
561429,Rohan210,<p>Curious and Imaginative. Never shy of a challenge. Willing to walk on rocks to reach the destination.</p>,,2011-01-03 15:40:21.043 UTC,2019-11-29 05:57:07.633 UTC,"Navi Mumbai, India",615,128,20,96,,
562910,rigyt,,,2010-10-25 16:15:30.660 UTC,2019-11-25 17:11:13.043 UTC,,1953,133,6,97,,
564755,nemec,,,2011-01-06 00:03:04.357 UTC,2019-11-30 06:59:08.323 UTC,,874,157,17,103,,
565341,Christoph Henkelmann,,,2011-01-06 11:14:36.540 UTC,2019-11-29 12:55:29.420 UTC,"Cologne, Germany",1090,47,13,125,https://lh5.googleusercontent.com/-kdJJCQCJMK4/AAAAAAAAAAI/AAAAAAAAAB0/ZnyCo5mY8aU/photo.jpg,http://henkelmann.eu
565946,Paul Rigor,,,2011-01-06 19:19:33.047 UTC,2019-11-22 04:11:16.797 UTC,,694,402,1,142,,http://www.ics.uci.edu/~prigor
566572,nattu,,,2011-01-07 07:44:03.770 UTC,2011-11-10 12:45:57.260 UTC,,129,1,0,18,,
566953,d4rkcell,,,2011-01-07 13:46:48.267 UTC,2011-02-22 14:49:27.743 UTC,,107,0,0,18,,http://www.d4rkcell.com
567001,Aman Agarwal,,,2011-01-07 14:24:38.283 UTC,2019-10-26 17:02:03.943 UTC,"Hyderabad, India",668,32,12,151,,https://about.me/fat0ss
567349,Valerie,,,2011-01-07 19:00:17.013 UTC,2011-01-07 22:06:35.900 UTC,,103,0,0,15,,
567499,thirumalaa srinivas,,,2011-01-07 21:19:47.920 UTC,2017-09-18 22:49:51.607 UTC,,2740,35,0,126,,
567873,2power10,,,2011-01-08 09:03:22.810 UTC,2019-11-29 03:57:42.670 UTC,"Shanghai, China",1131,61,4,71,,http://zhengyi.me
568260,Raph Levien,"<p>I primarily work on fonts and typography in the Android platform. My other interests include Ghilbert, programming languages, and photography. In the past, I've worked on Ghostscript, Advogato, libart, Google Fonts, and a few other projects.</p>",,2011-01-08 19:16:45.640 UTC,2019-11-27 01:16:39.917 UTC,"Berkeley, CA",4728,8,2,274,,http://levien.com/
568720,JackDaniels,,,2011-01-09 11:24:33.887 UTC,2012-02-28 08:57:47.090 UTC,,77,0,0,40,,
568857,Florian Fida,,,2011-01-09 15:10:06.247 UTC,2019-09-27 11:37:19.050 UTC,Vienna,1944,66,0,134,https://i.stack.imgur.com/I7UoJ.png,
569726,Peta Sittek,,,2011-01-10 11:05:16.487 UTC,2018-04-22 16:50:13.343 UTC,,211,18,0,26,https://i.stack.imgur.com/1DkzH.jpg,
570450,Lars Nordin,,,2011-01-10 21:32:34.430 UTC,2019-11-27 21:45:57.860 UTC,,2333,52,7,101,https://i.stack.imgur.com/gZhcw.jpg,
571711,Rob Gilton,,,2011-01-11 18:30:59.047 UTC,2019-11-28 15:54:17.337 UTC,UK,107,58,0,20,https://www.gravatar.com/avatar/e01caf08f98d27f39e281392168a8624?s=128&d=identicon&r=PG&f=1,
572176,tipbis,,,2011-01-12 03:54:19.390 UTC,2014-04-04 10:15:44.067 UTC,,337,0,0,28,,
573795,Ed R,"<p>Webmaster and computer programmer in php, C#, VB, Java, Javascript.</p>",,2011-01-13 06:02:48.770 UTC,2019-11-22 18:34:55.117 UTC,"Indianapolis, IN",1799,31,0,80,,http://www.bnetweb.org
575023,Sean,,,2011-01-13 23:20:44.590 UTC,2019-10-09 02:21:35.317 UTC,,372,6,0,23,,
577750,Thomas M,,,2011-01-16 19:39:24.923 UTC,2019-11-04 21:28:33.757 UTC,"West Melbourne, FL, USA",900,3,2,160,,
579932,syzspectroom,,,2011-01-18 12:30:03.397 UTC,2017-09-22 14:08:27.487 UTC,,701,1,0,18,,
580083,Daniel says reinstate Monica,"<blockquote>
  <h2>Consider supporting Monica Cellio's gofundme <a href=""https://www.gofundme.com/f/stop-stack-overflow-from-defaming-its-users"" rel=""nofollow noreferrer"">here >>></a></h2>
  
  <p>A popular and well-respected volunteer network moderator, Monica
  Cellio, <a href=""https://judaism.meta.stackexchange.com/questions/5193"">was terminated without warning</a> and <a href=""https://meta.stackexchange.com/questions/334133"">portrayed to the
  press as misgendering trans people</a> by Stack Overflow, Inc. All
  signs suggest this was an erroneous, if not malicious, decision not
  founded on fact, which the company is completely failing to take any
  responsibility for. <a href=""https://meta.stackexchange.com/questions/333965"">This has caused an enormous and ongoing uproar in
  the community.</a></p>
  
  <p>Monica and the community have been quite literally <strong>begging</strong> for
  <em>some</em> kind of response from the company either opening up a path to reinstatement, or justifying their decision to terminate her, for more
  than a month now. She's made many good-faith offers to talk, and
  others have offered to mediate (and made <a href=""https://meta.stackexchange.com/search?q=monica"">dozens of constructive
  suggestions on how to resolve the situation</a>). Several members of the
  Lavender community have spoken up on her behalf, e.g. in <a href=""https://meta.stackexchange.com/questions/336731"">this prominent post</a>.</p>
  
  <p>So far, Stack Overflow, Inc. has met all of this with thunderous
  silence. As a long-time contributor and someone always willing to see
  the good in the company's and its employees' actions and assume good
  faith, I'm still struggling to come to terms with the corporate
  callousness of this behaviour which we have to assume now is the new
  normal.</p>
  
  <p><a href=""https://meta.stackexchange.com/questions/336526"">Having exhausted all other means of communication,</a> Monica is now
  raising funds for potential legal action to clear her name. This is in
  her own interest, but arguably also in the interest of the SO
  community at large. While only the libel is likely to be legally
  actionable, it might establish at least <em>some</em> boundaries to what the
  company can do to its volunteers, as well as be a symbolic slap in the
  face of a business that appears to have lost all respect for the
  community that keeps it alive.</p>
  
  <p>I have complete trust the funds will be used well and anything left
  over (say because they decide to do the right thing after all and
  legal action becomes unnecessary) will go toward good causes. </p>
  
  <p><strong><a href=""https://www.gofundme.com/f/stop-stack-overflow-from-defaming-its-users"" rel=""nofollow noreferrer"">Consider supporting her today.</a></strong></p>
</blockquote>",,2011-01-18 14:33:33.800 UTC,2019-11-30 10:22:33.547 UTC,"Prague, Czech Republic",12350,1479,223,1130,https://i.stack.imgur.com/fGuXb.png?s=128&g=1,
580487,tommybananas,<p>Web &amp; Mobile Engineer</p>,,2011-01-18 20:10:30.803 UTC,2019-11-25 15:49:45.333 UTC,"Minneapolis, MN, United States",5145,355,17,392,https://i.stack.imgur.com/6wn22.jpg?s=128&g=1,http://www.tomj.ninja
581732,Gandi,,,2011-01-19 16:10:52.620 UTC,2019-11-29 14:23:31.030 UTC,,2692,242,1,148,,
582784,Junkbot,"<p>I am a programmer and informatician in Australia. I have interests in algorithmic contests and code in C, C++ and Python.</p>",,2011-01-20 10:12:07.727 UTC,2018-06-20 13:27:02.653 UTC,"Sydney, Australia",165,14,0,17,,http://code.google.com/p/vm-student-organiser/
583237,Pradip Kharbuja,"<p>Hello everyone! My name is Pradip Kharbuja! I'm experienced full stack Web, Desktop and Android Developer.</p>",,2011-01-20 16:13:05.033 UTC,2017-02-27 07:08:02.997 UTC,United States,2832,129,14,412,https://i.stack.imgur.com/61dmM.jpg?s=128&g=1,http://www.pradipkharbuja.com.np
585971,fightermagethief,"<p>Please support my art and writing.
It is free, but donations are appreciated.</p>

<p><a href=""http://www.fightermagethief.blogspot.com"" rel=""nofollow"">http://www.fightermagethief.blogspot.com</a></p>",,2011-01-22 22:09:52.190 UTC,2016-07-02 00:27:03.853 UTC,USA,322,18,3,46,,
585997,Julien Cartal,,,2011-01-22 22:36:29.273 UTC,2012-04-28 16:04:39 UTC,,43,0,0,17,,
586256,Luis Novo,,,2011-01-23 09:52:01.737 UTC,2019-03-23 17:08:33.850 UTC,,217,13,0,31,,
586380,pdresselhaus,,,2011-01-23 14:05:11.567 UTC,2019-11-13 12:31:47.477 UTC,Germany,609,334,19,68,https://i.stack.imgur.com/CCqTO.png,http://www.stackoverflow.com
588601,user588601,,,2011-01-25 06:37:30.657 UTC,2011-05-17 09:58:32.340 UTC,,101,0,0,16,,
590534,Matthias,<p>You can reach me at matthias.goergens@gmail.com</p>,,2011-01-26 11:52:03.703 UTC,2019-11-29 16:08:05.237 UTC,Singapore,73,27,0,55,,
591720,Scott Smedley,,,2011-01-27 05:36:11.720 UTC,2019-11-21 21:21:08.500 UTC,Sydney,1309,175,3,113,,
591840,HamidRezaHamidiEsfahani,,,2011-01-27 08:03:21.680 UTC,2011-01-27 23:11:47.243 UTC,,811,0,0,27,,
592143,Papick G. Taboada,<p>Geek.</p>,,2011-01-27 12:08:01.817 UTC,2019-11-28 09:21:30.117 UTC,,515,30,8,125,,http://pgt.de
594175,mdl,,,2011-01-28 17:23:55.287 UTC,2012-08-10 21:36:31.090 UTC,,171,0,0,22,,
595437,Freesnöw,"<p>I use this site because I have the freedom to ask any question (dumb or not) without feeling judged.  I feel like there are occasionally things that have just slipped by that I should know, but I don't and you guys are willing to help me every little step of the way — I love you guys!</p>

<p>I've been learning how to program on my own since I was 8.  I haven't participated in many actual programming courses, but I've managed to learn a lot on my own (and of course I've received plenty of help from StackOverflow).</p>

<p>In my free time I enjoy designing websites, writing server software, fine tuning my home network, and designing management software for the various systems I work with day-to-day.</p>",,2011-01-30 01:22:51.473 UTC,2019-12-01 05:50:57.537 UTC,North Carolina,21345,750,25,1205,,https://lamejokes.org/
599023,Andee,,,2011-02-01 20:15:24.083 UTC,2019-01-18 09:21:09.257 UTC,"Canterbury, United Kingdom",516,30,2,36,,http://www.jonisdumb.com
600536,user600536,,,2011-02-02 19:32:22.843 UTC,2018-06-05 13:00:07.747 UTC,India,15,0,0,17,,
601976,RoUS,"<p>Open sourcerer, evangelist, Red Hatter, systems rationaliser, opinionist, founding member of The Apache Software Foundation, codes in Ruby, PHP, Rails, Perl, BLISS, C, ...</p>",,2011-02-03 17:32:10.587 UTC,2019-07-19 20:18:57.600 UTC,"Raleigh, NC",1394,56,1,252,,http://Ken.Coar.Org/burrow/
602223,philipDS,,,2011-02-03 20:53:09.840 UTC,2019-02-17 09:58:00.830 UTC,,601,407,0,42,,
602401,Mash,,,2011-02-03 23:13:45.323 UTC,2014-10-17 04:05:27.117 UTC,"Quebec City, Canada",1247,23,3,50,,http://keven.biz
603742,stinepike,<p>I am working in the Intune team at Microsoft.</p>,,2011-02-04 20:01:23.777 UTC,2019-11-26 21:13:02.750 UTC,USA,46064,1368,268,4338,,http://www.linkedin.com/profile/view?id=78160517
605276,Juancho,<p>life in plain text</p>,,2011-02-06 13:09:59.283 UTC,2019-11-30 14:41:42.813 UTC,"Montevideo, Uruguay",5956,102,5,230,,
606570,dinesh,<p>Software Engineer.</p>,,2011-02-02 17:06:12.173 UTC,2019-11-04 11:50:00.650 UTC,"Noida, India",511,6,0,48,,
606723,user606723,,,2011-02-07 15:58:26.463 UTC,2019-11-24 14:05:49.703 UTC,,3809,201,66,246,,
608610,johanahChua,,,2011-02-08 18:34:43.020 UTC,2011-02-17 15:47:06.020 UTC,,25,0,0,19,,
608725,jesse_galley,,,2011-02-08 19:56:30.077 UTC,2019-08-16 21:05:45.063 UTC,"Toronto, Canada",1196,51,7,51,,
609499,Alex,,,2011-02-09 09:53:23.903 UTC,2018-09-03 14:13:35.760 UTC,,665,34,1,63,,
610676,sys13,"<p>Solutions Engineer (post-sales consulting) at AppDynamics.</p>

<p>Learning MeteorJS and some NodeJS in my free time.</p>",,2011-02-10 01:02:07.020 UTC,2018-07-23 20:24:29.427 UTC,"San Francisco, CA",138,7,0,39,,http://danielarrizza.com
612013,L_Sonic,<p>Game Programmer and interactive applications developer. Intrested in Human-Computer Interaction and Serious Gaming through inovative applications and implementation of new interaction technics.</p>,,2011-02-10 19:58:50.290 UTC,2019-11-29 16:23:26.720 UTC,Greece,578,36,9,69,,http://www.apapadakis.com
613176,Aidiakapi,"<pre><code>#SOreadytohelp
</code></pre>",,2011-02-11 14:25:07.643 UTC,2019-11-20 12:51:41.447 UTC,,5237,506,23,515,,
613220,Barjavel,,,2011-02-11 14:48:30.247 UTC,2019-07-15 19:24:00.407 UTC,,1528,382,17,77,,
613513,BAR,,,2011-02-11 18:52:55.907 UTC,2011-02-18 19:52:43.490 UTC,,61,0,0,25,,
613568,Jean-Philippe Leclerc,"<p>I'm currently studying in computer science.</p>

<p>I support these languages: c#, java, php, javascript, bash, css?, HTML?.</p>",,2011-02-11 19:47:15.880 UTC,2019-10-25 18:17:04.557 UTC,"Montreal, Canada",5945,371,22,548,https://www.gravatar.com/avatar/4aa0ad051c4ae48b218e230d695140be?s=128&d=identicon&r=PG&f=1,
614693,Andy,,,2011-02-13 00:57:11.097 UTC,2019-06-12 04:45:29.147 UTC,,503,2,1,35,,
616987,Pathogen,,,2010-11-10 19:55:02.157 UTC,2019-11-29 07:39:29.783 UTC,,667,254,5,55,,
619418,tzik,,,2011-02-16 10:06:56.450 UTC,2019-11-19 22:27:04.387 UTC,,944,4,1,36,,
620898,mfisherca,<p>AWS Certified Solutions Architect &amp; DevOps Engineer Professional</p>,,2011-02-17 07:00:24.067 UTC,2019-11-22 15:19:35.360 UTC,"Vancouver, BC, Canada",1751,26,2,31,https://www.gravatar.com/avatar/56eb2d35b3733d54b7da87c19f52360c?s=256&d=identicon&r=PG,
621099,nsg,,,2011-02-17 09:43:50.457 UTC,2018-04-25 15:30:19.997 UTC,Sweden,406,1,0,25,,http://nsg.cc
621413,davidglassford,,,2011-02-17 12:58:34.767 UTC,2014-02-11 16:03:49.130 UTC,,153,4,0,16,,
623266,chell,,,2011-02-18 14:17:12.097 UTC,2019-11-28 17:19:11.580 UTC,,6386,151,0,745,,
625351,user625351,,,2011-02-20 16:04:18.443 UTC,2011-12-17 01:54:39.950 UTC,,261,0,0,16,,
625834,Doug Hou,"<p><strong>Programmer</strong>, live in Hangzhou.</p>",,2011-02-21 01:02:06.430 UTC,2019-10-12 09:11:27.317 UTC,"Hangzhou, China",510,31,0,41,,http://www.dougio.cn/
626823,alg,,,2011-02-21 15:20:26.293 UTC,2013-09-11 10:35:38.667 UTC,Ukraine,96,11,0,24,,http://9cells.com/
627582,pedroaxl,,,2011-02-22 02:03:06.667 UTC,2015-11-24 19:46:39.880 UTC,"Porto Alegre, Brazil",203,1,0,20,,http://flavors.me/pedroaxl
628995,Lin-Art,,,2011-02-22 19:48:16.480 UTC,2019-11-30 15:52:30.323 UTC,"Zürich, Schweiz",4783,446,186,205,https://www.gravatar.com/avatar/245a044020d85739cb72f6c04fddfc1a?s=128&d=identicon&r=PG&f=1,https://cloud.execure.ch
629034,user629034,,,2011-02-22 20:13:36.390 UTC,2019-11-29 20:30:01.940 UTC,"Huntsville, AL, United States",651,38,2,64,,
630070,c0da,,,2011-02-23 11:24:00.017 UTC,2019-09-18 05:59:06.710 UTC,India,899,97,7,273,,
630103,Dmytro,,,2011-02-23 11:42:33.160 UTC,2017-11-14 22:59:27.210 UTC,,195,7,2,31,,
630511,Stig,,,2011-02-23 15:52:52.870 UTC,2019-11-28 14:38:49.057 UTC,,1282,30,13,140,,
632724,LJHarb,"<p>software engineer/nerd/teacher/will try anything once; surgeon with git rebase. @Airbnb/@TC39, ex @Twitter/@MobBase/@TripIt. Fav punctuation ⸮, scent petrichor.</p>",,2011-02-24 16:48:20.437 UTC,2019-11-23 18:51:29.507 UTC,"Hillsborough, CA, United States",2981,31,31,351,,http://ljharb.codes
632905,user632905,,,2011-02-24 18:42:51.127 UTC,2019-11-29 06:56:05.167 UTC,,940,14,1,52,,
633098,silkfire,"<p>Working as a software developer, primarily in web, since 2010. Proficient in C# .NET, React, SQL Server, Docker and Azure DevOps.</p>

<p>I love problem solving and enjoy working on open source projects in my free time.</p>",,2011-02-24 20:45:34.700 UTC,2019-12-01 01:55:11.413 UTC,"Stockholm, Sweden",16834,3129,309,925,,
636642,echtish,"<p>Mutualist, CloudFlare support, Adbusters Web Engineer, and an incorrigible pain in the ass.</p>",,2011-02-27 16:59:47.257 UTC,2014-02-19 23:57:09.240 UTC,"San Francisco, CA",428,1,0,19,,http://www.echtish.com
637366,Srinivas,,,2011-02-28 08:37:25.400 UTC,2019-11-30 14:37:32.113 UTC,"Bangalore, India",512,50,0,91,,https://about.me/srinivas_upadhya
637523,Sandro Giessl,,,2011-02-28 10:43:37.930 UTC,2018-04-08 13:02:06.133 UTC,,586,8,0,31,,
638454,Ryan Medlin,,,2011-02-28 22:15:55.533 UTC,2015-11-05 00:13:09.043 UTC,,181,12,0,41,,
639139,DodoFXP,,,2011-03-01 10:00:46.183 UTC,2019-11-27 11:29:31.577 UTC,,473,3,0,44,,
641263,darklow,,,2011-03-02 13:31:34.793 UTC,2019-12-01 00:56:38.943 UTC,"Riga, Latvia",1839,357,0,73,,http://kasparssprogis.com
642036,Hari,,,2011-03-02 22:03:03.027 UTC,2013-11-25 01:59:45.300 UTC,,101,3,0,19,,
642038,PyGuy91,,,2011-03-02 22:03:15.860 UTC,2014-11-27 16:48:27.180 UTC,,78,0,0,58,,
642337,Maxy-B,<p>Q! You exceed your own standard of self-preoccupation!</p>,,2011-03-03 03:48:55.023 UTC,2017-07-14 01:41:56.207 UTC,"New York, United States",2414,142,2,241,,http://clml.uchicago.edu/~max
643089,linac,,,2011-03-03 13:47:55.703 UTC,2019-11-29 14:23:11.327 UTC,,422,258,2,32,https://i.stack.imgur.com/rX4gy.png,
644168,snehal,,,2011-03-04 05:25:14.427 UTC,2011-03-17 04:42:49.570 UTC,,53,0,0,22,,
644960,jdeluca,,,2011-03-04 15:16:09.027 UTC,2018-08-02 00:00:53.120 UTC,,351,0,0,17,,
645957,J. M. Becker,"<p><a href=""https://www.linkedin.com/in/techzilla/"" rel=""nofollow noreferrer"">https://www.linkedin.com/in/techzilla/</a></p>",,2011-03-05 11:22:10.933 UTC,2019-11-30 17:04:08.563 UTC,"Chagrin Falls, OH, United States",2389,319,52,586,,
646550,Bob,,,2011-03-06 01:43:11.927 UTC,2018-09-28 16:26:27.807 UTC,"Providence, RI",507,7,0,37,,
647490,DarkGhostHunter,<p>Freelance Web Designer &amp; Web Developer</p>,,2011-03-07 01:33:43.277 UTC,2019-12-01 01:14:57.457 UTC,"Puerto Varas, Chile",1243,32,4,53,,http://www.italobc.com
647670,antonjs,"<p>Physicist and web developer.</p>

<p><a href=""https://twitter.com/an_pierro"" rel=""nofollow noreferrer"">https://twitter.com/an_pierro</a></p>

<p><a href=""https://github.com/apierr"" rel=""nofollow noreferrer"">https://github.com/apierr</a></p>",,2011-03-07 05:46:47.220 UTC,2019-11-28 15:55:05.650 UTC,,11994,483,15,500,https://i.stack.imgur.com/K5gTY.png?s=128&g=1,https://apierr.github.io/
648537,Chris Allen,,,2011-03-07 17:11:21.267 UTC,2011-03-29 19:14:42.603 UTC,,116,0,0,34,,
649308,Gyan Gupta,,,2011-03-08 05:49:08.020 UTC,2019-09-05 08:04:06.560 UTC,"Ottawa, Canada",866,190,2,110,,
650137,primulaveris,,,2011-03-08 16:25:05.843 UTC,2019-11-04 17:01:52.383 UTC,,820,341,0,35,,
650233,Dan F,,,2011-03-08 17:30:04.200 UTC,2019-03-12 02:25:58.577 UTC,New Jersey,16169,999,303,801,,
650900,user650900,,,2011-03-09 04:25:00.917 UTC,2018-05-10 07:29:50.750 UTC,,43,2,0,24,,
652328,Guy Gordon,"<p>PhD in Physical Chemistry from the University of Chicago.  Software Developer: Assembler, Delphi, SQL, PHP, &amp; others.</p>

<p>Special interests in computer security, software optimization, quantum mechanics, high performance batteries, led lighting and drivers, history, science fiction, pulp magazines.</p>",,2009-07-29 08:04:32.760 UTC,2019-11-27 13:54:14.070 UTC,"Atlanta, GA, United States",722,20,1,59,,
652486,AFresh1,<p>Self-employed problem solver. Preferring solutions using OpenBSD or Perl</p>,,2011-03-09 22:03:33.863 UTC,2014-05-14 20:17:19.613 UTC,"Lake Havasu City, AZ",406,44,0,28,,http://afresh1.com
652801,teenybreeny,,,2011-03-10 03:05:46.523 UTC,2016-01-05 19:45:40.493 UTC,"New York, NY",101,0,0,26,,
653345,Selvi Priya,,,2011-03-10 10:34:18.030 UTC,2011-04-25 11:20:58.500 UTC,"Kerala, India",55,5,0,38,,
653725,jsundin,,,2011-03-10 14:33:27.820 UTC,2018-02-04 20:58:12.473 UTC,,226,2,0,18,,
655373,Herr Char,<p>A char for Herr Charr.</p>,,2011-03-11 12:58:07.913 UTC,2013-10-10 21:26:24.230 UTC,,247,69,0,29,,
655486,Dmitry Sidorenko,,,2011-03-11 14:18:19.890 UTC,2019-11-17 15:25:22.767 UTC,,292,30,1,38,,
656448,ltc,,,2011-03-12 09:05:06.920 UTC,2019-11-26 00:17:15.677 UTC,"San Diego, CA",2739,95,3,70,,
656804,Nikolay Fominyh,"<p>I am living in Russia, and I use Python to defend from bears! =)</p>

<p>Russian bears honor code prevents me from down-voting without comments! :) </p>",,2011-03-12 17:46:29.263 UTC,2019-11-30 07:38:35.933 UTC,"St. Petersburg, Russia",7391,712,32,911,,http://gplus.to/Tigrus
657315,Kano,,,2011-03-13 07:31:57.030 UTC,2018-04-12 20:17:38.837 UTC,,368,35,0,15,,
658106,Xezuka,,,2011-03-14 01:39:22.860 UTC,2018-10-20 16:05:42 UTC,,1011,84,10,39,,
658740,Canuteson,"<p>Built a social network based around license plate messaging. You might be surprised how many license plate messaging networks exist. Apparently they're more popular to develop than to use.</p>

<p>As a web developer, I've dealt mostly with LAMP stacks with JQuery UIs. </p>

<p>Do a lot of devops scripting in Python, an ample amount in Bash, and a bunch of old Perl scripts I occasionally brush the cobwebs off of.</p>

<p>I've started developing web backends in Python and using WSGIFrameworks for front ends as well, including Django and Flask.</p>",,2011-03-14 12:03:44.690 UTC,2018-08-17 18:10:38.160 UTC,"Des Moines, IA, United States",598,102,6,79,,
659634,Whitecat,"<p>Projects</p>

<p>I currently am working on a way to visualize UML model diffs
I previously worked on a way to extract code snippets within: websites, forums, emails, and so on. </p>

<p>Other Interests</p>

<p>I like to play tennis on my free time. I am also trying to pick up the game of Badminton.</p>

<p>Recently I have picked up traveling, I would like to go to China and India for my next vacations</p>",,2011-03-14 22:04:27.413 UTC,2019-12-01 05:56:25.870 UTC,"Muskegon, MI, USA",2831,3405,29,585,,http://c.albert-thompson.com
659952,Warrior,,,2011-03-15 04:41:35.697 UTC,2019-11-27 12:42:35.077 UTC,"Mysore, India",2554,66,3,282,,
660352,Jagdev Singh,<p>Passionate software engineer and performance tuning expert.</p>,,2011-03-15 10:15:40.037 UTC,2019-07-19 02:18:07.547 UTC,"Surrey, BC, Canada",665,39,0,129,https://i.stack.imgur.com/thoQu.jpg?s=128&g=1,http://edgydebug.blogspot.in/
661036,Max,,,2011-03-15 16:54:55.497 UTC,2019-11-28 14:48:37.973 UTC,,93,0,0,25,https://i.stack.imgur.com/Qk907.jpg,http://www.maxizone.fr
661519,juanchopanza,,,2011-03-15 22:51:06.500 UTC,2019-11-30 16:43:17.473 UTC,"Vaud, Switzerland",197261,10097,23198,14002,,http://juanchopanzacpp.wordpress.com/
664334,BarclayVision,<p>new programmer of small apps</p>,,2011-03-17 12:42:03.980 UTC,2019-10-31 11:59:41.817 UTC,,837,174,7,357,https://i.stack.imgur.com/e4rrF.jpg,
665750,sara,,,2011-03-18 08:54:08.830 UTC,2011-03-21 11:13:03.583 UTC,,371,0,0,17,,
668714,narkeeso,,,2011-03-21 01:15:20.343 UTC,2019-05-13 00:33:59.720 UTC,,1787,32,1,44,,
668830,Peter B,,,2011-03-21 03:56:48.273 UTC,2011-09-09 16:15:53.020 UTC,,169,0,0,17,,
669073,netiul,"<p><code>gitk --all --date-order</code></p>

<p><img src=""http://i.stack.imgur.com/ZiNlm.gif"" alt=""Zend Certified Engineer""></p>

<p>I'm available for hire.</p>",,2011-03-21 08:17:32.283 UTC,2019-11-27 15:29:28.653 UTC,,2510,122,4,96,https://www.gravatar.com/avatar/fc060d19fee29064ae443650eb14aad5?s=128&d=identicon&r=PG&f=1,http://www.zachariasluiten.com
669531,Iyad,,,2011-03-21 13:40:43.963 UTC,2015-06-09 10:00:23.953 UTC,,163,1,0,110,https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1,http://www.ironic3d.com
670078,Panagiotis,"<p>PHP Developer
iOS/Android enthousiast</p>

<p>Renegade on Mass Effect</p>",,2011-03-21 19:48:31.660 UTC,2019-11-30 13:37:02.007 UTC,"Athens, Greece",1437,44,2,236,,
670900,gurel_kaynak,"<p>love open source, always learning... </p>",,2011-03-22 09:22:38.690 UTC,2019-11-28 07:38:53.877 UTC,"Istanbul, Turkey",428,130,4,25,https://i.stack.imgur.com/7rsIP.jpg,
671006,KilledKenny,,,2011-03-22 10:25:14.723 UTC,2019-11-30 22:58:54.197 UTC,Sweden,337,60,4,31,,http://None
671288,dannix,"<p>Enterprise IT hardware Engineer by day, programmer by night. Perl, html, javascript inc Jquery, dabbled in Flash 4 &amp; 5 back when macromedia owned it.</p>

<p>Apprentice trained Electrical Tech, dabble in Arduino Electronics and soon the RPi. Interested in Formula 1, DIY, Electrical / Electronics and anything technical really</p>",,2011-03-22 13:33:12.757 UTC,2018-08-25 10:00:20.863 UTC,United Kingdom,225,17,0,39,,http://www.sharpmail.co.uk
672428,DJs,,,2011-03-22 04:14:40.537 UTC,2019-11-28 01:27:57.687 UTC,India,134,17,0,52,,
673906,user673906,,,2011-03-23 21:32:55.560 UTC,2018-09-19 21:12:36.823 UTC,,569,23,0,87,,
674009,mattyohe,<p>iOS Developer at WillowTree</p>,,2011-03-23 23:16:33.333 UTC,2019-11-01 16:49:25.117 UTC,,1804,22,8,147,,
675228,Aleksander Akerø,,,2011-03-24 15:48:28.497 UTC,2019-08-20 07:17:27.547 UTC,,535,4,0,90,,
